epoch,accuracy,loss,val_accuracy,val_loss
0,0.7797319889068604,1.2913460731506348,0.9122806787490845,0.2655516564846039
1,0.9028475880622864,0.2586291432380676,0.9493177533149719,0.1399388164281845
2,0.947236180305481,0.1896059662103653,0.9454191327095032,0.1747118979692459
3,0.9648241400718689,0.10697104781866074,0.9766082167625427,0.07981140911579132
4,0.9790619611740112,0.07507594674825668,0.9746588468551636,0.09416797012090683
5,0.979899525642395,0.05417008697986603,0.9785575270652771,0.08541053533554077
6,0.9899497628211975,0.03767869248986244,0.9649122953414917,0.13581769168376923
7,0.9907872676849365,0.03414715826511383,0.9707602262496948,0.10429993271827698
8,0.9924623370170593,0.025407390668988228,0.9649122953414917,0.139741912484169
9,0.9932998418807983,0.025357171893119812,0.9707602262496948,0.1380072832107544
10,0.9941373467445374,0.01988380029797554,0.9805068373680115,0.13326768577098846
11,0.9983249306678772,0.004643529187887907,0.9766082167625427,0.1139783263206482
12,0.9974874258041382,0.011782117187976837,0.9844054579734802,0.10327901691198349
13,0.9974874258041382,0.004933318588882685,0.9805068373680115,0.10886559635400772
14,0.9924623370170593,0.02220890298485756,0.9785575270652771,0.09893614798784256
15,1.0,0.004592521116137505,0.9805068373680115,0.10067731142044067
16,0.999162495136261,0.0031226391438394785,0.9805068373680115,0.11817111819982529
17,1.0,0.001193750067614019,0.9805068373680115,0.10769208520650864
18,1.0,0.0005718988832086325,0.9863547682762146,0.10664928704500198
19,0.9983249306678772,0.005424429662525654,0.9824561476707458,0.09822796285152435
20,0.9388609528541565,0.23788148164749146,0.8557505011558533,0.4722607731819153
21,0.9463986754417419,0.19281578063964844,0.9688109159469604,0.10518171638250351
22,0.9899497628211975,0.03818994015455246,0.988304078578949,0.06365682184696198
23,0.9932998418807983,0.02437584288418293,0.9785575270652771,0.09353338927030563
24,0.9983249306678772,0.006371210794895887,0.9766082167625427,0.13595756888389587
25,0.9958124160766602,0.007703043986111879,0.9844054579734802,0.10010349750518799
26,0.9941373467445374,0.013646755367517471,0.9805068373680115,0.12065034359693527
27,0.9974874258041382,0.005210381932556629,0.9766082167625427,0.14171509444713593
28,1.0,0.0018975717248395085,0.9824561476707458,0.10193846374750137
29,1.0,0.000750026956666261,0.9824561476707458,0.11429660022258759
30,1.0,0.0004423619247972965,0.9824561476707458,0.11988075077533722
31,1.0,0.0003102891205344349,0.9824561476707458,0.12408734858036041
32,1.0,0.00021404906874522567,0.9844054579734802,0.1299741417169571
33,1.0,0.0001336777349933982,0.9844054579734802,0.133416548371315
34,1.0,0.0001345154596492648,0.9844054579734802,0.13710862398147583
35,1.0,0.00010646640293998644,0.9844054579734802,0.1403108686208725
36,1.0,6.553681305376813e-05,0.9844054579734802,0.14365842938423157
37,1.0,4.3854062823811546e-05,0.9844054579734802,0.1475314050912857
38,1.0,5.846083877258934e-05,0.9844054579734802,0.14963003993034363
39,1.0,4.859624823438935e-05,0.9863547682762146,0.15250524878501892
40,1.0,1.77326837729197e-05,0.9844054579734802,0.15495748817920685
41,1.0,7.045784877846017e-05,0.9844054579734802,0.16050678491592407
42,1.0,2.6201747459708713e-05,0.9844054579734802,0.166656494140625
43,1.0,1.7364960513077676e-05,0.9844054579734802,0.16614782810211182
44,1.0,1.5189100849966053e-05,0.9844054579734802,0.1703028380870819
45,1.0,1.4290767467173282e-05,0.9844054579734802,0.17139258980751038
46,1.0,3.897664282703772e-05,0.9844054579734802,0.171895369887352
47,1.0,1.5401194104924798e-05,0.9844054579734802,0.1717802882194519
48,1.0,3.121862391708419e-05,0.9844054579734802,0.17178824543952942
49,1.0,2.4294955437653698e-05,0.9844054579734802,0.17309436202049255
50,1.0,1.55656089191325e-05,0.9844054579734802,0.1757558435201645
51,1.0,6.927756203367608e-06,0.9844054579734802,0.1772199124097824
52,1.0,1.2900997717224527e-05,0.9844054579734802,0.1754121631383896
53,1.0,3.1221203244058415e-05,0.9844054579734802,0.17921200394630432
54,1.0,3.277173891547136e-05,0.9805068373680115,0.19280630350112915
55,1.0,2.015724385273643e-05,0.9844054579734802,0.1776803731918335
56,1.0,9.427328222955111e-06,0.9844054579734802,0.1808626800775528
57,1.0,5.952679657639237e-06,0.9844054579734802,0.18121011555194855
58,1.0,9.138953828369267e-06,0.9844054579734802,0.18129119277000427
59,1.0,6.9918542067171074e-06,0.9844054579734802,0.18279674649238586
60,1.0,8.928580427891575e-06,0.9824561476707458,0.18546253442764282
61,1.0,1.365085699944757e-05,0.9844054579734802,0.18158657848834991
62,1.0,1.5072502719704062e-05,0.9844054579734802,0.19391363859176636
63,1.0,4.397995780891506e-06,0.9824561476707458,0.18805576860904694
64,1.0,6.358590781019302e-06,0.9824561476707458,0.18983317911624908
65,1.0,4.245724994689226e-05,0.9844054579734802,0.18612098693847656
66,1.0,1.7165453755296767e-05,0.9844054579734802,0.17955580353736877
67,1.0,1.0806656973727513e-05,0.9844054579734802,0.1825161874294281
68,1.0,2.6758214062283514e-06,0.9844054579734802,0.18341609835624695
69,1.0,3.7998624975443818e-06,0.9844054579734802,0.1843036711215973
70,1.0,6.080450930312509e-06,0.9824561476707458,0.188416987657547
71,1.0,3.3759451980586164e-06,0.9844054579734802,0.18735060095787048
72,1.0,3.5934515381086385e-06,0.9844054579734802,0.18958845734596252
73,1.0,6.9000880102976225e-06,0.9844054579734802,0.1905902773141861
74,1.0,6.427333573810756e-06,0.9824561476707458,0.20100829005241394
75,1.0,3.333657787152333e-06,0.9844054579734802,0.19708965718746185
76,1.0,6.053810466255527e-06,0.9844054579734802,0.18494568765163422
77,1.0,8.932458513299935e-06,0.9824561476707458,0.1900944858789444
78,1.0,6.948427653696854e-06,0.9844054579734802,0.1879323273897171
79,1.0,2.8431152259145165e-06,0.9844054579734802,0.1894425004720688
80,1.0,3.747230948647484e-06,0.9844054579734802,0.19027045369148254
81,1.0,4.270815679774387e-06,0.9844054579734802,0.19092446565628052
82,1.0,9.018262971949298e-06,0.9805068373680115,0.20005252957344055
83,1.0,3.558379603418871e-06,0.9844054579734802,0.19652919471263885
84,1.0,1.2327138847467722e-06,0.9844054579734802,0.1971505582332611
85,1.0,3.522853148751892e-06,0.9844054579734802,0.19843359291553497
86,1.0,9.858749763225205e-06,0.9785575270652771,0.2044239342212677
87,1.0,3.6966221159673296e-06,0.9844054579734802,0.19943496584892273
88,1.0,2.727421360759763e-06,0.9805068373680115,0.20297853648662567
89,0.999162495136261,0.0040281955152750015,0.9649122953414917,0.2036985605955124
90,0.9020100235939026,0.32636570930480957,0.9337232112884521,0.49957913160324097
91,0.5946398377418518,0.7204331159591675,0.4873294234275818,0.6939080953598022
92,0.4899497628211975,0.6908738017082214,0.4912280738353729,0.6788451075553894
93,0.4874371886253357,0.6624745726585388,0.4912280738353729,0.651711642742157
94,0.5469011664390564,0.6986982226371765,0.528265118598938,0.7002154588699341
95,0.5502512454986572,0.6769651174545288,0.5808966755867004,0.6588383913040161
96,0.6783919334411621,0.6243730187416077,0.6881091594696045,0.5942810773849487
97,0.8082076907157898,0.5083228945732117,0.680311918258667,0.594820499420166
98,0.7512562870979309,0.5297442078590393,0.9356725215911865,0.6633131504058838
99,0.8944723606109619,0.44884875416755676,0.943469762802124,1.1923190355300903
